Id;Name;Type;Description;Place;Lat;Long;Link;Date;From;To
7736;Evento 7736;Feria;Detalles e información relevante de Evento 7736;Lugar de Evento 7736;-12.074547564693;-77.0158448406903;event;2020-10-11;19;22
7737;Evento 7737;Feria;Detalles e información relevante de Evento 7737;Lugar de Evento 7737;-12.0653713210782;-77.0285865407815;event;2020-04-30;11;21
7738;Evento 7738;Nocturna;Detalles e información relevante de Evento 7738;Lugar de Evento 7738;-12.0728084529732;-77.0455079183162;event;2020-10-25;2;6
7739;Evento 7739;Concierto;Detalles e información relevante de Evento 7739;Lugar de Evento 7739;-12.1122457771908;-76.9699874976801;event;2020-06-11;21;23
7740;Evento 7740;Feria;Detalles e información relevante de Evento 7740;Lugar de Evento 7740;-12.1058076167384;-76.9949841757274;event;2020-11-25;19;20
7741;Evento 7741;Feria;Detalles e información relevante de Evento 7741;Lugar de Evento 7741;-12.0658802838857;-77.0247958161626;event;2020-07-31;10;22
7742;Evento 7742;Concierto;Detalles e información relevante de Evento 7742;Lugar de Evento 7742;-12.0837201565811;-77.0037423356922;event;2020-01-22;23;23
7743;Evento 7743;Feria;Detalles e información relevante de Evento 7743;Lugar de Evento 7743;-12.0743866491696;-77.0241059611481;event;2020-07-23;12;16
7744;Evento 7744;Concierto;Detalles e información relevante de Evento 7744;Lugar de Evento 7744;-12.0651821263058;-77.0208059714088;event;2020-06-01;21;23
7745;Evento 7745;Nocturna;Detalles e información relevante de Evento 7745;Lugar de Evento 7745;-12.0834339398067;-77.0349587168132;event;2020-03-08;11;14
7746;Evento 7746;Feria;Detalles e información relevante de Evento 7746;Lugar de Evento 7746;-12.1100562303586;-77.0041690436781;event;2020-12-15;23;23
7747;Evento 7747;Concierto;Detalles e información relevante de Evento 7747;Lugar de Evento 7747;-12.0826164122961;-76.9665129092741;event;2020-10-11;7;22
7748;Evento 7748;Concierto;Detalles e información relevante de Evento 7748;Lugar de Evento 7748;-12.0818588421805;-77.0480918390561;event;2020-09-18;23;23
7749;Evento 7749;Concierto;Detalles e información relevante de Evento 7749;Lugar de Evento 7749;-12.0804784476387;-77.0127872443667;event;2020-10-11;20;20
7750;Evento 7750;Feria;Detalles e información relevante de Evento 7750;Lugar de Evento 7750;-12.0776001169166;-77.0205647470341;event;2020-08-17;12;14
7751;Evento 7751;Nocturna;Detalles e información relevante de Evento 7751;Lugar de Evento 7751;-12.0762594950764;-77.0456142635532;event;2020-05-18;10;21
7752;Evento 7752;Feria;Detalles e información relevante de Evento 7752;Lugar de Evento 7752;-12.1074998978169;-77.0061346994766;event;2020-06-14;14;21
7753;Evento 7753;Feria;Detalles e información relevante de Evento 7753;Lugar de Evento 7753;-12.1025403984304;-76.9760751491399;event;2020-01-09;3;18
7754;Evento 7754;Feria;Detalles e información relevante de Evento 7754;Lugar de Evento 7754;-12.0884226152514;-77.0234222648617;event;2020-02-01;1;13
7755;Evento 7755;Nocturna;Detalles e información relevante de Evento 7755;Lugar de Evento 7755;-12.0780645142569;-77.0189096167981;event;2020-08-27;22;23
7756;Evento 7756;Feria;Detalles e información relevante de Evento 7756;Lugar de Evento 7756;-12.0846350236429;-76.9747579542107;event;2020-10-19;18;21
7757;Evento 7757;Feria;Detalles e información relevante de Evento 7757;Lugar de Evento 7757;-12.0728213383626;-76.9717740423807;event;2020-06-12;8;15
7758;Evento 7758;Concierto;Detalles e información relevante de Evento 7758;Lugar de Evento 7758;-12.0674524247802;-77.025451200838;event;2020-02-19;20;20
7759;Evento 7759;Nocturna;Detalles e información relevante de Evento 7759;Lugar de Evento 7759;-12.0822689580912;-77.0046706062603;event;2020-04-11;1;15
7760;Evento 7760;Concierto;Detalles e información relevante de Evento 7760;Lugar de Evento 7760;-12.1096268427183;-77.0281203071986;event;2020-04-08;16;20
7761;Evento 7761;Nocturna;Detalles e información relevante de Evento 7761;Lugar de Evento 7761;-12.069725531992;-76.981561885519;event;2020-02-22;16;20
7762;Evento 7762;Nocturna;Detalles e información relevante de Evento 7762;Lugar de Evento 7762;-12.0755422031483;-76.9864993891978;event;2020-01-14;7;12
7763;Evento 7763;Concierto;Detalles e información relevante de Evento 7763;Lugar de Evento 7763;-12.1073985417725;-77.0056849540483;event;2020-10-22;17;19
7764;Evento 7764;Nocturna;Detalles e información relevante de Evento 7764;Lugar de Evento 7764;-12.0687002685097;-76.974817773151;event;2020-11-03;20;20
7765;Evento 7765;Feria;Detalles e información relevante de Evento 7765;Lugar de Evento 7765;-12.1153583868819;-76.9970239706299;event;2020-10-28;15;20
7766;Evento 7766;Feria;Detalles e información relevante de Evento 7766;Lugar de Evento 7766;-12.1086695962552;-76.9764953483588;event;2020-09-06;18;20
7767;Evento 7767;Feria;Detalles e información relevante de Evento 7767;Lugar de Evento 7767;-12.1093487377496;-76.9695262213342;event;2020-12-23;18;22
7768;Evento 7768;Concierto;Detalles e información relevante de Evento 7768;Lugar de Evento 7768;-12.0743934690095;-77.026172769868;event;2020-04-09;2;15
7769;Evento 7769;Concierto;Detalles e información relevante de Evento 7769;Lugar de Evento 7769;-12.0750714440897;-77.0422569669297;event;2020-07-03;18;20
7770;Evento 7770;Concierto;Detalles e información relevante de Evento 7770;Lugar de Evento 7770;-12.0678790963088;-77.0318880739876;event;2020-08-01;22;23
7771;Evento 7771;Concierto;Detalles e información relevante de Evento 7771;Lugar de Evento 7771;-12.0911206867973;-77.0036199658185;event;2020-12-13;12;14
7772;Evento 7772;Concierto;Detalles e información relevante de Evento 7772;Lugar de Evento 7772;-12.0926933728841;-76.9749545443518;event;2020-06-08;20;22
7773;Evento 7773;Nocturna;Detalles e información relevante de Evento 7773;Lugar de Evento 7773;-12.1053598938244;-77.0470552418537;event;2020-01-03;17;20
7774;Evento 7774;Nocturna;Detalles e información relevante de Evento 7774;Lugar de Evento 7774;-12.0881336248405;-76.9822386068395;event;2020-07-25;5;6
7775;Evento 7775;Nocturna;Detalles e información relevante de Evento 7775;Lugar de Evento 7775;-12.0656767654431;-76.9979553385869;event;2020-01-05;2;16
7776;Evento 7776;Nocturna;Detalles e información relevante de Evento 7776;Lugar de Evento 7776;-12.0936499695363;-77.0326173464222;event;2020-07-08;12;19
7777;Evento 7777;Nocturna;Detalles e información relevante de Evento 7777;Lugar de Evento 7777;-12.0821481612672;-77.0335799405945;event;2020-07-25;22;22
7778;Evento 7778;Feria;Detalles e información relevante de Evento 7778;Lugar de Evento 7778;-12.0794734982517;-76.9910776053802;event;2020-11-01;20;22
7779;Evento 7779;Nocturna;Detalles e información relevante de Evento 7779;Lugar de Evento 7779;-12.0971038384662;-76.9892797870864;event;2020-05-23;12;19
7780;Evento 7780;Nocturna;Detalles e información relevante de Evento 7780;Lugar de Evento 7780;-12.110293006243;-76.9926072699995;event;2020-09-08;19;21
7781;Evento 7781;Feria;Detalles e información relevante de Evento 7781;Lugar de Evento 7781;-12.0966602299806;-77.0324842914804;event;2020-03-04;3;7
7782;Evento 7782;Feria;Detalles e información relevante de Evento 7782;Lugar de Evento 7782;-12.1133689294963;-77.0228200378872;event;2020-04-06;23;23
7783;Evento 7783;Feria;Detalles e información relevante de Evento 7783;Lugar de Evento 7783;-12.0942852168433;-77.0078444374913;event;2020-01-26;14;23
7784;Evento 7784;Concierto;Detalles e información relevante de Evento 7784;Lugar de Evento 7784;-12.0652413107156;-76.9997762738897;event;2020-02-07;6;21
7785;Evento 7785;Feria;Detalles e información relevante de Evento 7785;Lugar de Evento 7785;-12.0698203480508;-77.0328346122364;event;2020-06-22;4;14
7786;Evento 7786;Concierto;Detalles e información relevante de Evento 7786;Lugar de Evento 7786;-12.0859470810383;-77.0384948907634;event;2020-11-30;13;22
7787;Evento 7787;Nocturna;Detalles e información relevante de Evento 7787;Lugar de Evento 7787;-12.0875650011273;-76.9932209296787;event;2020-02-01;13;19
7788;Evento 7788;Concierto;Detalles e información relevante de Evento 7788;Lugar de Evento 7788;-12.0855561517734;-77.0384700658375;event;2020-06-10;3;5
7789;Evento 7789;Nocturna;Detalles e información relevante de Evento 7789;Lugar de Evento 7789;-12.1127983513632;-77.0423088537468;event;2020-01-24;3;12
7790;Evento 7790;Feria;Detalles e información relevante de Evento 7790;Lugar de Evento 7790;-12.1095976839162;-76.9879477714571;event;2020-02-24;11;12
7791;Evento 7791;Concierto;Detalles e información relevante de Evento 7791;Lugar de Evento 7791;-12.0778563758446;-77.000682000909;event;2020-06-10;7;18
7792;Evento 7792;Concierto;Detalles e información relevante de Evento 7792;Lugar de Evento 7792;-12.0694388612182;-77.0436875565486;event;2020-06-30;1;23
7793;Evento 7793;Feria;Detalles e información relevante de Evento 7793;Lugar de Evento 7793;-12.1063116672268;-77.0411965390807;event;2020-12-31;14;14
7794;Evento 7794;Nocturna;Detalles e información relevante de Evento 7794;Lugar de Evento 7794;-12.1017429432228;-76.9921985227535;event;2020-03-12;21;22
7795;Evento 7795;Nocturna;Detalles e información relevante de Evento 7795;Lugar de Evento 7795;-12.1082610969527;-77.0382153763255;event;2020-01-07;3;23
7796;Evento 7796;Concierto;Detalles e información relevante de Evento 7796;Lugar de Evento 7796;-12.0657519134594;-77.0222916331191;event;2020-03-17;17;18
7797;Evento 7797;Feria;Detalles e información relevante de Evento 7797;Lugar de Evento 7797;-12.0721822573296;-76.9843992387909;event;2020-02-25;7;8
7798;Evento 7798;Feria;Detalles e información relevante de Evento 7798;Lugar de Evento 7798;-12.0750068586333;-77.0196046692585;event;2020-11-14;12;19
7799;Evento 7799;Concierto;Detalles e información relevante de Evento 7799;Lugar de Evento 7799;-12.11603356804;-76.9997480180484;event;2020-03-14;12;22
7800;Evento 7800;Feria;Detalles e información relevante de Evento 7800;Lugar de Evento 7800;-12.0902470910971;-77.0024692527738;event;2020-05-12;12;21
7801;Evento 7801;Concierto;Detalles e información relevante de Evento 7801;Lugar de Evento 7801;-12.0651536732793;-76.9797990047798;event;2020-09-10;15;23
7802;Evento 7802;Concierto;Detalles e información relevante de Evento 7802;Lugar de Evento 7802;-12.0726312558135;-77.0294977834187;event;2020-06-17;6;11
7803;Evento 7803;Feria;Detalles e información relevante de Evento 7803;Lugar de Evento 7803;-12.0858263283647;-76.9697684272628;event;2020-03-26;16;18
7804;Evento 7804;Nocturna;Detalles e información relevante de Evento 7804;Lugar de Evento 7804;-12.0943483719706;-77.0108136063525;event;2020-06-19;8;12
7805;Evento 7805;Feria;Detalles e información relevante de Evento 7805;Lugar de Evento 7805;-12.0770709741923;-77.0029257657918;event;2020-05-20;13;23
7806;Evento 7806;Concierto;Detalles e información relevante de Evento 7806;Lugar de Evento 7806;-12.084988270966;-77.0046834860841;event;2020-07-26;20;20
7807;Evento 7807;Concierto;Detalles e información relevante de Evento 7807;Lugar de Evento 7807;-12.0992297561618;-77.02636589653;event;2020-12-03;1;1
7808;Evento 7808;Concierto;Detalles e información relevante de Evento 7808;Lugar de Evento 7808;-12.0852757801294;-77.0436018042588;event;2020-10-21;1;2
7809;Evento 7809;Feria;Detalles e información relevante de Evento 7809;Lugar de Evento 7809;-12.1096341736848;-77.0264689163439;event;2020-06-03;0;8
7810;Evento 7810;Nocturna;Detalles e información relevante de Evento 7810;Lugar de Evento 7810;-12.0976583659326;-76.9694552201381;event;2020-05-23;5;11
7811;Evento 7811;Concierto;Detalles e información relevante de Evento 7811;Lugar de Evento 7811;-12.1115429907717;-77.0112335636279;event;2020-09-18;20;22
7812;Evento 7812;Feria;Detalles e información relevante de Evento 7812;Lugar de Evento 7812;-12.0839039985584;-76.9819533623982;event;2020-06-28;12;18
7813;Evento 7813;Concierto;Detalles e información relevante de Evento 7813;Lugar de Evento 7813;-12.1098365886432;-76.9952498524855;event;2020-05-25;3;7
7814;Evento 7814;Nocturna;Detalles e información relevante de Evento 7814;Lugar de Evento 7814;-12.0952685563861;-76.9699329156006;event;2020-11-12;15;21
7815;Evento 7815;Nocturna;Detalles e información relevante de Evento 7815;Lugar de Evento 7815;-12.1116615094988;-77.0348894953496;event;2020-12-01;0;6
7816;Evento 7816;Nocturna;Detalles e información relevante de Evento 7816;Lugar de Evento 7816;-12.107653876612;-76.9860966427688;event;2020-04-26;4;13
7817;Evento 7817;Concierto;Detalles e información relevante de Evento 7817;Lugar de Evento 7817;-12.0759154644242;-77.0378125816227;event;2020-08-09;22;23
7818;Evento 7818;Nocturna;Detalles e información relevante de Evento 7818;Lugar de Evento 7818;-12.0829276319652;-76.973873676123;event;2020-01-25;6;9
7819;Evento 7819;Concierto;Detalles e información relevante de Evento 7819;Lugar de Evento 7819;-12.1119548588446;-76.9696862309109;event;2020-09-07;5;10
7820;Evento 7820;Feria;Detalles e información relevante de Evento 7820;Lugar de Evento 7820;-12.1091606376959;-76.9672665952493;event;2020-02-28;21;21
7821;Evento 7821;Concierto;Detalles e información relevante de Evento 7821;Lugar de Evento 7821;-12.0822014973855;-77.0358218798357;event;2020-03-25;7;15
7822;Evento 7822;Concierto;Detalles e información relevante de Evento 7822;Lugar de Evento 7822;-12.0675508167873;-76.9761194216428;event;2020-04-16;22;23
7823;Evento 7823;Concierto;Detalles e información relevante de Evento 7823;Lugar de Evento 7823;-12.1092430615346;-76.9738345959841;event;2020-05-14;16;19
7824;Evento 7824;Feria;Detalles e información relevante de Evento 7824;Lugar de Evento 7824;-12.0854447321068;-77.0190233043471;event;2020-01-13;20;22
7825;Evento 7825;Concierto;Detalles e información relevante de Evento 7825;Lugar de Evento 7825;-12.0810874709528;-77.0496078854544;event;2020-03-15;17;20
7826;Evento 7826;Concierto;Detalles e información relevante de Evento 7826;Lugar de Evento 7826;-12.0748922882754;-76.9996242448227;event;2020-05-15;14;14
7827;Evento 7827;Feria;Detalles e información relevante de Evento 7827;Lugar de Evento 7827;-12.0975848144765;-77.0454167555369;event;2020-12-24;1;9
7828;Evento 7828;Nocturna;Detalles e información relevante de Evento 7828;Lugar de Evento 7828;-12.0657003015811;-77.0406195268245;event;2020-08-25;3;16
7829;Evento 7829;Nocturna;Detalles e información relevante de Evento 7829;Lugar de Evento 7829;-12.0916143990595;-76.9717319271977;event;2020-07-12;18;23
7830;Evento 7830;Nocturna;Detalles e información relevante de Evento 7830;Lugar de Evento 7830;-12.0656966923548;-77.0032116422479;event;2020-10-29;10;19
7831;Evento 7831;Concierto;Detalles e información relevante de Evento 7831;Lugar de Evento 7831;-12.0748999697326;-77.0234455249665;event;2020-01-24;17;17
7832;Evento 7832;Feria;Detalles e información relevante de Evento 7832;Lugar de Evento 7832;-12.0776111342843;-76.9952087402384;event;2020-08-19;16;20
7833;Evento 7833;Feria;Detalles e información relevante de Evento 7833;Lugar de Evento 7833;-12.0889062576348;-77.0317061106902;event;2020-12-30;21;23
7834;Evento 7834;Feria;Detalles e información relevante de Evento 7834;Lugar de Evento 7834;-12.0771214746648;-77.0478241330025;event;2020-04-20;12;19
7835;Evento 7835;Feria;Detalles e información relevante de Evento 7835;Lugar de Evento 7835;-12.1010525457318;-77.0462798153448;event;2020-06-25;8;12
7836;Evento 7836;Nocturna;Detalles e información relevante de Evento 7836;Lugar de Evento 7836;-12.0887543566701;-77.0327788245371;event;2020-07-24;18;23
7837;Evento 7837;Feria;Detalles e información relevante de Evento 7837;Lugar de Evento 7837;-12.0746830353426;-77.0006229127228;event;2020-05-07;8;22
7838;Evento 7838;Concierto;Detalles e información relevante de Evento 7838;Lugar de Evento 7838;-12.0931981970694;-77.0152973462232;event;2020-11-23;13;15
7839;Evento 7839;Concierto;Detalles e información relevante de Evento 7839;Lugar de Evento 7839;-12.0990934494519;-77.0134717064729;event;2020-02-21;1;21
7840;Evento 7840;Nocturna;Detalles e información relevante de Evento 7840;Lugar de Evento 7840;-12.0745245867642;-77.0126747670736;event;2020-06-15;12;20
7841;Evento 7841;Feria;Detalles e información relevante de Evento 7841;Lugar de Evento 7841;-12.1033216532501;-77.0236512607155;event;2020-01-21;11;23
7842;Evento 7842;Feria;Detalles e información relevante de Evento 7842;Lugar de Evento 7842;-12.0908969798921;-76.9793415986193;event;2020-06-02;1;5
7843;Evento 7843;Nocturna;Detalles e información relevante de Evento 7843;Lugar de Evento 7843;-12.1039232366209;-77.0349853103537;event;2020-10-02;23;23
7844;Evento 7844;Concierto;Detalles e información relevante de Evento 7844;Lugar de Evento 7844;-12.0882203416099;-77.0461911624856;event;2020-10-30;14;17
7845;Evento 7845;Nocturna;Detalles e información relevante de Evento 7845;Lugar de Evento 7845;-12.073809792689;-77.0487127967572;event;2020-08-05;12;12
7846;Evento 7846;Concierto;Detalles e información relevante de Evento 7846;Lugar de Evento 7846;-12.1082607749928;-76.97209505608;event;2020-06-03;19;21
7847;Evento 7847;Concierto;Detalles e información relevante de Evento 7847;Lugar de Evento 7847;-12.0989155688659;-77.0430105216887;event;2020-06-18;22;23
7848;Evento 7848;Feria;Detalles e información relevante de Evento 7848;Lugar de Evento 7848;-12.1110812396853;-76.9916261937552;event;2020-08-31;12;20
7849;Evento 7849;Concierto;Detalles e información relevante de Evento 7849;Lugar de Evento 7849;-12.0680742242771;-76.9872075094838;event;2020-11-09;9;16
7850;Evento 7850;Feria;Detalles e información relevante de Evento 7850;Lugar de Evento 7850;-12.1105528128038;-77.0453488923996;event;2020-11-28;2;22
7851;Evento 7851;Nocturna;Detalles e información relevante de Evento 7851;Lugar de Evento 7851;-12.1032147342225;-76.9993775447452;event;2020-07-18;19;19
7852;Evento 7852;Feria;Detalles e información relevante de Evento 7852;Lugar de Evento 7852;-12.0784908302333;-77.001521061468;event;2020-09-05;22;22
7853;Evento 7853;Nocturna;Detalles e información relevante de Evento 7853;Lugar de Evento 7853;-12.0853906867003;-77.0176113495405;event;2020-03-06;19;20
7854;Evento 7854;Nocturna;Detalles e información relevante de Evento 7854;Lugar de Evento 7854;-12.0673720961802;-77.0151876066247;event;2020-02-26;12;13
7855;Evento 7855;Nocturna;Detalles e información relevante de Evento 7855;Lugar de Evento 7855;-12.102220006805;-77.025707289788;event;2020-11-22;23;23
7856;Evento 7856;Feria;Detalles e información relevante de Evento 7856;Lugar de Evento 7856;-12.1091160669178;-77.0285189813061;event;2020-12-05;17;18
7857;Evento 7857;Concierto;Detalles e información relevante de Evento 7857;Lugar de Evento 7857;-12.114786129375;-76.9982405535788;event;2020-09-26;6;17
7858;Evento 7858;Nocturna;Detalles e información relevante de Evento 7858;Lugar de Evento 7858;-12.0693931262163;-77.0467802371709;event;2020-05-11;11;17
7859;Evento 7859;Feria;Detalles e información relevante de Evento 7859;Lugar de Evento 7859;-12.0964408040038;-77.0486223413316;event;2020-12-22;7;12
7860;Evento 7860;Concierto;Detalles e información relevante de Evento 7860;Lugar de Evento 7860;-12.0666749615005;-76.9818030254409;event;2020-05-24;15;17
7861;Evento 7861;Nocturna;Detalles e información relevante de Evento 7861;Lugar de Evento 7861;-12.1150593970737;-77.0497162130432;event;2020-01-29;17;18
7862;Evento 7862;Nocturna;Detalles e información relevante de Evento 7862;Lugar de Evento 7862;-12.0904934596701;-76.9913545741686;event;2020-09-26;6;16
7863;Evento 7863;Nocturna;Detalles e información relevante de Evento 7863;Lugar de Evento 7863;-12.0718437937857;-76.9690757488669;event;2020-03-23;5;15
7864;Evento 7864;Nocturna;Detalles e información relevante de Evento 7864;Lugar de Evento 7864;-12.0668982549427;-76.9785468493292;event;2020-05-08;19;22
7865;Evento 7865;Nocturna;Detalles e información relevante de Evento 7865;Lugar de Evento 7865;-12.1083518656586;-77.0233714305428;event;2020-04-01;10;20
7866;Evento 7866;Feria;Detalles e información relevante de Evento 7866;Lugar de Evento 7866;-12.1045243622876;-77.0505631698693;event;2020-12-03;8;12
7867;Evento 7867;Nocturna;Detalles e información relevante de Evento 7867;Lugar de Evento 7867;-12.1137191697467;-77.00755056059;event;2020-03-28;11;18
7868;Evento 7868;Nocturna;Detalles e información relevante de Evento 7868;Lugar de Evento 7868;-12.0964047397914;-76.9801794680255;event;2020-07-24;23;23
7869;Evento 7869;Concierto;Detalles e información relevante de Evento 7869;Lugar de Evento 7869;-12.0793318193748;-77.0028892526341;event;2020-01-30;16;19
7870;Evento 7870;Feria;Detalles e información relevante de Evento 7870;Lugar de Evento 7870;-12.1135734548539;-77.047515094406;event;2020-02-01;16;18
7871;Evento 7871;Feria;Detalles e información relevante de Evento 7871;Lugar de Evento 7871;-12.1023499759851;-77.0109353672155;event;2020-06-27;14;22
7872;Evento 7872;Nocturna;Detalles e información relevante de Evento 7872;Lugar de Evento 7872;-12.0957008058719;-77.0283904768071;event;2020-03-01;1;23
7873;Evento 7873;Nocturna;Detalles e información relevante de Evento 7873;Lugar de Evento 7873;-12.0820784724235;-77.0326111992252;event;2020-06-06;5;13
7874;Evento 7874;Feria;Detalles e información relevante de Evento 7874;Lugar de Evento 7874;-12.0744475441076;-76.9966427238564;event;2020-05-10;22;23
7875;Evento 7875;Feria;Detalles e información relevante de Evento 7875;Lugar de Evento 7875;-12.0807534001209;-77.0433688173772;event;2020-06-27;9;19
7876;Evento 7876;Nocturna;Detalles e información relevante de Evento 7876;Lugar de Evento 7876;-12.0842231282214;-77.0470999467766;event;2020-04-26;20;22
7877;Evento 7877;Feria;Detalles e información relevante de Evento 7877;Lugar de Evento 7877;-12.0753970124101;-76.9693026229604;event;2020-03-02;19;19
7878;Evento 7878;Concierto;Detalles e información relevante de Evento 7878;Lugar de Evento 7878;-12.0895084873344;-76.9846155034127;event;2020-02-28;21;22
7879;Evento 7879;Feria;Detalles e información relevante de Evento 7879;Lugar de Evento 7879;-12.0651946486107;-76.9801577266204;event;2020-06-17;18;23
7880;Evento 7880;Concierto;Detalles e información relevante de Evento 7880;Lugar de Evento 7880;-12.0864350323888;-77.0081403147388;event;2020-12-27;1;19
7881;Evento 7881;Feria;Detalles e información relevante de Evento 7881;Lugar de Evento 7881;-12.1007841209905;-77.0171903886738;event;2020-01-06;4;4
7882;Evento 7882;Feria;Detalles e información relevante de Evento 7882;Lugar de Evento 7882;-12.0843229695103;-76.9683282264244;event;2020-07-18;12;18
7883;Evento 7883;Nocturna;Detalles e información relevante de Evento 7883;Lugar de Evento 7883;-12.1008419151396;-76.9707204866546;event;2020-07-14;6;12
7884;Evento 7884;Nocturna;Detalles e información relevante de Evento 7884;Lugar de Evento 7884;-12.108606622932;-77.0347272283374;event;2020-02-29;0;13
7885;Evento 7885;Concierto;Detalles e información relevante de Evento 7885;Lugar de Evento 7885;-12.0991495347932;-76.9923729445279;event;2020-10-21;10;10
7886;Evento 7886;Feria;Detalles e información relevante de Evento 7886;Lugar de Evento 7886;-12.0847646597616;-77.0368172977801;event;2020-09-04;16;17
7887;Evento 7887;Concierto;Detalles e información relevante de Evento 7887;Lugar de Evento 7887;-12.0966486316757;-77.0341007141792;event;2020-04-05;13;17
7888;Evento 7888;Nocturna;Detalles e información relevante de Evento 7888;Lugar de Evento 7888;-12.0715926485862;-77.0444918120708;event;2020-08-30;17;20
7889;Evento 7889;Nocturna;Detalles e información relevante de Evento 7889;Lugar de Evento 7889;-12.0774468508144;-77.0310244011794;event;2020-08-12;17;19
7890;Evento 7890;Concierto;Detalles e información relevante de Evento 7890;Lugar de Evento 7890;-12.1006869220988;-77.0146098448422;event;2020-07-11;13;21
7891;Evento 7891;Nocturna;Detalles e información relevante de Evento 7891;Lugar de Evento 7891;-12.082251200944;-76.9737471752518;event;2020-01-07;11;20
7892;Evento 7892;Nocturna;Detalles e información relevante de Evento 7892;Lugar de Evento 7892;-12.0929235261204;-77.0031983214691;event;2020-02-15;3;13
7893;Evento 7893;Feria;Detalles e información relevante de Evento 7893;Lugar de Evento 7893;-12.1107108471335;-77.0299789825512;event;2020-10-28;23;23
7894;Evento 7894;Nocturna;Detalles e información relevante de Evento 7894;Lugar de Evento 7894;-12.0652215830957;-77.0072983141145;event;2020-08-22;22;23
7895;Evento 7895;Feria;Detalles e información relevante de Evento 7895;Lugar de Evento 7895;-12.0882390945409;-76.9896799818951;event;2020-09-07;2;23
7896;Evento 7896;Feria;Detalles e información relevante de Evento 7896;Lugar de Evento 7896;-12.1052423376899;-77.0116379624103;event;2020-07-12;21;22
7897;Evento 7897;Concierto;Detalles e información relevante de Evento 7897;Lugar de Evento 7897;-12.1037025728074;-76.9923142326645;event;2020-06-01;9;18
7898;Evento 7898;Nocturna;Detalles e información relevante de Evento 7898;Lugar de Evento 7898;-12.0866854330092;-76.9775818889491;event;2020-09-10;20;20
7899;Evento 7899;Nocturna;Detalles e información relevante de Evento 7899;Lugar de Evento 7899;-12.0792937826901;-77.0378827775202;event;2020-11-07;22;22
7900;Evento 7900;Feria;Detalles e información relevante de Evento 7900;Lugar de Evento 7900;-12.0648214579802;-76.9668155283467;event;2020-02-01;5;16
7901;Evento 7901;Concierto;Detalles e información relevante de Evento 7901;Lugar de Evento 7901;-12.1025408972852;-77.0374833264862;event;2020-07-18;21;21
7902;Evento 7902;Feria;Detalles e información relevante de Evento 7902;Lugar de Evento 7902;-12.1020371743777;-77.0371280354266;event;2020-02-03;15;23
7903;Evento 7903;Concierto;Detalles e información relevante de Evento 7903;Lugar de Evento 7903;-12.1075819730596;-76.9983400815087;event;2020-01-11;22;22
7904;Evento 7904;Feria;Detalles e información relevante de Evento 7904;Lugar de Evento 7904;-12.1163836720375;-76.9866726737367;event;2020-02-06;3;22
7905;Evento 7905;Feria;Detalles e información relevante de Evento 7905;Lugar de Evento 7905;-12.0970383147846;-76.9845986712095;event;2020-10-29;19;19
7906;Evento 7906;Feria;Detalles e información relevante de Evento 7906;Lugar de Evento 7906;-12.1123239345572;-76.9820941732606;event;2020-08-17;3;7
7907;Evento 7907;Nocturna;Detalles e información relevante de Evento 7907;Lugar de Evento 7907;-12.1122666683785;-76.992496812361;event;2020-08-31;20;22
7908;Evento 7908;Feria;Detalles e información relevante de Evento 7908;Lugar de Evento 7908;-12.0991280151291;-77.0489458388543;event;2020-06-05;12;23
7909;Evento 7909;Nocturna;Detalles e información relevante de Evento 7909;Lugar de Evento 7909;-12.1095823603123;-76.9727579873852;event;2020-02-07;6;13
7910;Evento 7910;Feria;Detalles e información relevante de Evento 7910;Lugar de Evento 7910;-12.0877144659653;-76.9920885915501;event;2020-03-19;7;23
7911;Evento 7911;Nocturna;Detalles e información relevante de Evento 7911;Lugar de Evento 7911;-12.0938080923018;-76.9688416874228;event;2020-10-01;16;16
7912;Evento 7912;Feria;Detalles e información relevante de Evento 7912;Lugar de Evento 7912;-12.0684327056356;-77.0370992091456;event;2020-04-23;15;17
7913;Evento 7913;Concierto;Detalles e información relevante de Evento 7913;Lugar de Evento 7913;-12.1012161795647;-77.0405369538392;event;2020-05-14;2;9
7914;Evento 7914;Feria;Detalles e información relevante de Evento 7914;Lugar de Evento 7914;-12.0911161165;-76.9944392311351;event;2020-11-20;5;23
7915;Evento 7915;Feria;Detalles e información relevante de Evento 7915;Lugar de Evento 7915;-12.0856024670171;-77.0426948887202;event;2020-11-04;14;23
7916;Evento 7916;Nocturna;Detalles e información relevante de Evento 7916;Lugar de Evento 7916;-12.1007714996925;-77.0072392334341;event;2020-12-10;18;19
7917;Evento 7917;Concierto;Detalles e información relevante de Evento 7917;Lugar de Evento 7917;-12.0799654875016;-77.0247661462477;event;2020-08-12;20;20
7918;Evento 7918;Nocturna;Detalles e información relevante de Evento 7918;Lugar de Evento 7918;-12.0751470628425;-77.0423488884578;event;2020-05-24;10;13
7919;Evento 7919;Nocturna;Detalles e información relevante de Evento 7919;Lugar de Evento 7919;-12.0784404137299;-76.9721892759596;event;2020-12-13;13;20
7920;Evento 7920;Feria;Detalles e información relevante de Evento 7920;Lugar de Evento 7920;-12.0847525397949;-77.0137094797407;event;2020-10-30;23;23
7921;Evento 7921;Nocturna;Detalles e información relevante de Evento 7921;Lugar de Evento 7921;-12.0915930834497;-77.0251055173663;event;2020-11-20;4;12
