Type;Lat;Long;Intensity;Date;From;To
Density;-12.109281221053;-77.0518514439466;1;2020-10-16;6;23
Density;-12.0954838507293;-77.041503734938;3;2020-09-23;7;21
Issue;-12.0688603707455;-77.0031566582834;2;2020-12-19;15;15
Issue;-12.1105946307141;-76.9815128843785;3;2020-06-30;10;20
Issue;-12.1102081611612;-77.0442370582457;3;2020-10-15;15;17
Density;-12.0878646446594;-76.9876626849807;1;2020-04-13;9;13
Issue;-12.0748344840812;-76.9995287557505;4;2020-11-14;2;9
Density;-12.0744329173909;-77.0451649303842;2;2020-06-04;2;12
Density;-12.1076813704484;-77.0401938330985;5;2020-07-31;4;4
Density;-12.1098906031888;-77.0410637503968;4;2020-04-12;17;22
Issue;-12.1032763014107;-77.018128727968;5;2020-07-23;19;21
Issue;-12.0676891368884;-76.9939533455468;1;2020-08-24;5;15
Issue;-12.0851308312478;-76.9864286731215;5;2020-01-23;22;23
Issue;-12.087601973326;-77.0203054661098;2;2020-12-08;4;21
Issue;-12.1116170444672;-77.0178841106497;2;2020-04-27;20;21
Issue;-12.0779512639802;-76.9684772038707;2;2020-06-24;17;20
Issue;-12.0811863101257;-76.9738117610451;2;2020-01-12;5;17
Density;-12.1136290986291;-76.9736997106279;3;2020-12-15;7;23
Density;-12.0744346195118;-77.0123703146156;3;2020-01-28;8;14
Issue;-12.0796471754611;-76.9742049850967;2;2020-01-15;22;22
Issue;-12.1053511676701;-77.0294352962607;3;2020-09-25;8;16
Density;-12.1088199529498;-77.0127374370103;4;2020-03-27;11;17
Issue;-12.0925594017013;-77.0017497413262;3;2020-06-18;13;21
Density;-12.1150453740849;-76.9793758003132;5;2020-06-11;6;6
Issue;-12.0725316367234;-76.9857350278056;3;2020-10-19;6;11
Issue;-12.0863472388176;-77.0298928403605;1;2020-10-19;1;20
Density;-12.0888512556237;-76.9720498630066;1;2020-08-13;1;2
Density;-12.0816413304681;-76.9798057499934;2;2020-08-14;18;23
Issue;-12.0979754100873;-77.0344944612547;4;2020-09-06;15;21
Issue;-12.0804558018761;-77.0213266459686;5;2020-10-02;9;18
Issue;-12.077550880472;-77.0088414004615;4;2020-08-08;4;20
Density;-12.0701873765268;-77.0038038766725;2;2020-03-22;10;14
Density;-12.0668474264613;-76.9800564317359;5;2020-12-16;12;22
Issue;-12.0879006322361;-77.0291974638413;5;2020-09-29;2;11
Density;-12.1039890681346;-76.9948871706768;4;2020-06-30;10;19
Density;-12.0944250372192;-76.9743851298109;3;2020-12-22;4;7
Issue;-12.1005387895361;-77.0463128936293;3;2020-04-13;13;21
Density;-12.104838636309;-76.9897163553733;5;2020-11-07;14;19
Issue;-12.0733664684643;-77.0364789826675;3;2020-03-25;23;23
Issue;-12.1052893970047;-77.0407330104098;1;2020-10-12;20;22
Density;-12.1003494400574;-77.0209700497785;1;2020-05-31;7;16
Issue;-12.0745207441054;-77.0477672710436;1;2020-01-03;6;10
Density;-12.1142163673415;-77.0079975490711;3;2020-02-01;19;23
Issue;-12.0851820353121;-76.9767215555536;4;2020-09-06;4;13
Issue;-12.0674109543022;-76.9798017611714;4;2020-05-05;1;1
Density;-12.1131215948249;-76.9839803507288;5;2020-10-19;10;16
Issue;-12.0727857621934;-77.0340492121069;2;2020-12-06;4;22
Issue;-12.0736380066574;-77.0365175293666;4;2020-10-08;3;12
Density;-12.0676639932393;-76.9788253760097;1;2020-10-10;12;21
Density;-12.1101096401946;-76.9829071512066;5;2020-04-18;14;22
Issue;-12.0770668206562;-77.0423673286832;4;2020-04-23;3;17
Issue;-12.0906156397837;-76.994660581548;3;2020-01-02;11;23
Density;-12.0756637767955;-77.0258473388615;1;2020-09-21;14;21
Issue;-12.0900300826619;-76.98205696052;2;2020-12-12;14;19
Density;-12.0670335147453;-76.9678410049561;1;2020-12-10;17;17
Issue;-12.0944438494187;-76.9811128871794;2;2020-05-14;10;14
Issue;-12.0788651159961;-76.9755046919194;1;2020-04-10;4;11
Issue;-12.086086129275;-77.0409543658907;4;2020-03-07;12;13
Issue;-12.1070972615131;-77.0146890457207;2;2020-05-11;12;13
Density;-12.1005325510522;-76.9882956919236;4;2020-01-05;13;20
Density;-12.0794389055173;-76.9941841841207;1;2020-07-31;19;22
Density;-12.0992244949203;-77.0277713484109;4;2020-01-30;9;11
Density;-12.0908128519149;-77.0230819754333;1;2020-06-21;0;6
Density;-12.0974036729265;-77.001866976751;4;2020-10-19;11;22
Density;-12.0737188858516;-77.010205856658;1;2020-08-23;14;22
Issue;-12.1012116800661;-77.0502648048174;2;2020-07-08;23;23
Issue;-12.0661551270799;-77.0358873839805;1;2020-01-18;21;23
Issue;-12.1107327448435;-77.016134676391;3;2020-03-27;22;22
Density;-12.0923716576247;-76.9828036176366;4;2020-07-28;22;22
Density;-12.1084767550706;-76.9695729115128;5;2020-12-25;5;20
Density;-12.1013649408881;-76.9873341809875;2;2020-09-23;1;7
Density;-12.0926135302811;-77.0359572850389;5;2020-02-29;21;22
Issue;-12.0661013052169;-76.9857727940322;2;2020-02-12;0;17
Density;-12.1107754339032;-76.9878373977465;1;2020-02-28;9;16
Density;-12.0767655255847;-77.018012418476;3;2020-02-07;12;23
Issue;-12.0673511262866;-77.0421196314161;5;2020-02-05;0;6
Issue;-12.0688872655024;-77.0493881439526;1;2020-10-12;11;12
Density;-12.1036261450688;-77.0175747734406;3;2020-12-28;2;10
Issue;-12.1084806953371;-76.9859179219711;4;2020-11-26;7;11
Issue;-12.106735951016;-77.0392550965474;4;2020-04-22;20;20
Issue;-12.1150495641812;-77.0010751026959;3;2020-05-06;20;20
Issue;-12.0798060183829;-76.9915333677318;2;2020-08-01;10;13
Issue;-12.0809117331942;-77.0176985258608;1;2020-01-28;10;13
Issue;-12.0929354151274;-77.0303957265203;5;2020-01-18;12;20
Density;-12.0649349215631;-77.0331451880271;2;2020-09-12;14;18
Issue;-12.1054027546707;-77.01220976634;4;2020-10-11;1;4
Density;-12.0726601234319;-76.9794718561732;5;2020-11-07;9;14
Density;-12.1037137997422;-76.9706431744997;5;2020-05-18;15;16
Issue;-12.0938407613184;-77.030672389215;4;2020-10-07;16;18
Issue;-12.0753321805996;-76.9838928354876;3;2020-12-20;7;17
Density;-12.0948521995463;-77.0303861415047;2;2020-03-07;22;23
Issue;-12.1073077900354;-77.0188297067049;2;2020-06-08;0;13
Density;-12.1099749271101;-77.0204782967101;1;2020-05-21;8;20
Density;-12.0699035253735;-77.0091747631917;2;2020-10-24;0;7
Issue;-12.1148519466913;-76.9901887367071;1;2020-12-04;16;21
Issue;-12.1019197283308;-76.991286062043;5;2020-07-01;15;19
Issue;-12.0903726532977;-76.982245458218;5;2020-04-21;15;16
Density;-12.1109899892631;-77.0362179263531;4;2020-01-12;18;18
Issue;-12.0738115098329;-77.0468661235518;2;2020-10-09;11;21
Density;-12.0688388109407;-77.0296152753193;4;2020-09-16;8;21
Issue;-12.070892406078;-77.0431677772458;1;2020-10-19;12;18
Density;-12.0798444367972;-76.9677069958675;2;2020-03-27;10;18
Density;-12.1071302605562;-76.9730519748542;4;2020-10-13;16;20
Density;-12.0684802693234;-76.967632487306;3;2020-08-08;8;21
Density;-12.0654669362321;-77.0051244715724;4;2020-08-21;10;12
Issue;-12.1139851462125;-77.0427724729789;4;2020-08-11;22;22
Issue;-12.0896800277391;-76.9691855961249;1;2020-09-05;10;21
Issue;-12.0859297802415;-76.9914899675057;2;2020-09-26;9;19
Density;-12.0802872864422;-77.0392949557498;1;2020-09-05;6;16
Density;-12.103951607987;-77.0346765127666;1;2020-07-23;12;23
Density;-12.0777610236475;-77.0468223941348;1;2020-08-26;4;23
Issue;-12.0867483972317;-76.9691082844812;2;2020-01-26;11;18
Density;-12.0723088239614;-76.974315315343;2;2020-02-16;16;17
Density;-12.0697618260237;-77.008713207392;5;2020-03-20;19;19
Issue;-12.0709355354718;-76.9948324674806;5;2020-05-09;13;14
Density;-12.0902277679491;-77.0124402964304;3;2020-03-31;9;22
Density;-12.098137204305;-77.0141990643306;2;2020-09-19;9;17
Issue;-12.077686008766;-77.0316653240179;4;2020-07-21;18;18
Density;-12.0671255529255;-76.996495274939;3;2020-06-11;5;20
Density;-12.1084255559921;-77.0094292221827;1;2020-09-21;15;20
Density;-12.112395504778;-77.0128369055368;3;2020-01-02;10;12
Issue;-12.0798129172479;-76.967495036001;2;2020-11-30;12;16
Density;-12.0767757163537;-77.0139836795255;3;2020-01-11;5;5
Issue;-12.0723743125864;-76.9815527338582;3;2020-11-27;23;23
Issue;-12.07466207194;-77.0346686285077;3;2020-01-03;15;23
Issue;-12.0667713112208;-76.9950057164491;4;2020-09-12;20;20
Issue;-12.1129685355426;-77.0272709593893;1;2020-10-02;15;23
Issue;-12.0889398125046;-77.0442934282925;5;2020-01-27;21;23
Issue;-12.0880515653914;-77.0471661366675;1;2020-07-18;9;14
Density;-12.1125510769066;-77.021884124051;4;2020-02-20;13;21
Density;-12.0869199903662;-77.0150693691175;1;2020-12-27;12;21
Issue;-12.0708874531324;-76.9913538996439;5;2020-08-22;15;19
Density;-12.0767279776295;-77.0331520341445;2;2020-11-02;16;18
Issue;-12.0953391115292;-77.0312682197949;5;2020-01-11;12;12
Issue;-12.1049334194102;-76.9885260403538;2;2020-02-07;11;16
Issue;-12.067797155168;-76.9889731796433;2;2020-07-01;13;21
Density;-12.0968016126933;-77.0495820787114;3;2020-12-05;2;2
Density;-12.092238853798;-76.9780933716167;4;2020-07-12;18;22
Density;-12.0787785409599;-77.0263221783791;4;2020-05-22;5;22
Density;-12.0671199308758;-77.0293445006134;4;2020-01-03;20;20
Issue;-12.0919163896223;-77.0104151683335;2;2020-02-15;9;22
Density;-12.0856955278505;-76.9993450813877;2;2020-03-10;19;21
Issue;-12.1133153997434;-77.0359991072304;1;2020-07-12;8;13
Issue;-12.1111437234951;-76.9958399700153;1;2020-12-21;15;21
Issue;-12.0951200133118;-77.0407510020539;4;2020-02-29;0;21
Issue;-12.0705282042735;-76.9950159488578;4;2020-09-25;13;22
Density;-12.0888572238951;-77.0453864565224;2;2020-12-08;12;17
Density;-12.0939829452224;-77.0277010751382;3;2020-09-09;1;1
Issue;-12.1026643769456;-77.0211253179075;2;2020-11-17;9;23
Issue;-12.0727252245118;-77.0238050719971;3;2020-05-11;13;17
Issue;-12.1142979720819;-77.0046272417785;2;2020-06-07;19;21
Density;-12.0832139841395;-76.9922444042966;1;2020-11-18;5;21
Density;-12.1043647347875;-77.0371090294651;3;2020-08-31;12;16
Issue;-12.0756486536627;-77.0001961559836;3;2020-03-02;16;23
Density;-12.0934378920606;-76.9837055906807;5;2020-12-26;0;11
Issue;-12.1134642574453;-77.0275828382415;4;2020-09-24;19;23
Issue;-12.0963848963571;-77.0288555617051;4;2020-08-31;2;12
Density;-12.0908048986254;-76.9914712711126;4;2020-11-29;23;23
Density;-12.0932856158488;-76.9660689262969;2;2020-12-18;18;19
Density;-12.0682317674299;-77.0442002785378;5;2020-05-11;21;23
Density;-12.1160541407583;-77.0106974509693;5;2020-01-04;11;17
Issue;-12.1051029738867;-77.0258874456201;3;2020-01-19;8;21
Issue;-12.1122553786796;-76.9964168845659;2;2020-03-09;10;12
Issue;-12.0649673664435;-76.9886257535026;4;2020-02-26;12;21
Issue;-12.1011339174262;-77.0398700065843;3;2020-06-04;2;18
Issue;-12.0854329733918;-77.0213353601653;1;2020-05-30;7;12
Density;-12.0801506658549;-76.9667061171298;3;2020-10-28;4;23
Issue;-12.0741973400509;-77.0021707105348;5;2020-08-03;13;15
Issue;-12.092513987884;-77.021214972683;2;2020-09-10;18;18
Issue;-12.0985732271358;-77.0202571134667;2;2020-01-24;23;23
Density;-12.0995499394859;-77.0476689742968;1;2020-01-21;5;7
Issue;-12.0720539968623;-76.9910881684042;3;2020-12-14;9;19
Issue;-12.0920706209227;-77.0506425075415;5;2020-07-03;1;9
Issue;-12.0981850176618;-77.0447136794017;4;2020-10-24;4;16
Density;-12.0960378725593;-77.0510366821421;5;2020-04-03;21;21
Issue;-12.1092617046604;-77.0480906088966;5;2020-09-12;14;19
Density;-12.0855391383588;-76.995017754986;5;2020-07-09;9;15
Density;-12.097148440049;-77.0244405748249;1;2020-04-10;8;21
Issue;-12.115975190444;-76.9810993731759;4;2020-10-12;15;21
Density;-12.1005722053597;-77.045740927776;1;2020-10-13;20;21
Density;-12.1023064421359;-77.0222103400073;2;2020-10-05;1;18
Density;-12.090315404284;-77.0455681561641;3;2020-04-01;19;22
Issue;-12.0887124189486;-76.9692036075132;2;2020-03-12;21;23
Density;-12.0814318952938;-76.9745439091148;4;2020-11-12;23;23
Issue;-12.1051808940608;-76.9965318594422;5;2020-02-24;15;22
Issue;-12.0898020657563;-76.9772373713686;1;2020-02-02;12;19
Issue;-12.0923817417762;-76.9702744931113;4;2020-06-06;16;17
Issue;-12.1151467565301;-77.0018102294813;5;2020-08-09;22;23
Density;-12.0939087413961;-76.9703214775888;2;2020-05-23;0;8
Issue;-12.0961230180569;-76.9869991292009;5;2020-06-18;2;18
Density;-12.1162172797435;-77.022395013141;2;2020-05-28;5;5
Issue;-12.0943628213391;-77.0134977179887;3;2020-11-07;2;22
Density;-12.0783566101361;-77.0047771703687;2;2020-07-04;21;21
Density;-12.0990034745603;-76.9681047333555;2;2020-03-18;8;19
Issue;-12.112402949209;-76.9763465185684;4;2020-01-22;10;12
Density;-12.1157328333548;-76.9823794377982;3;2020-05-11;17;21
Density;-12.0750282082612;-76.9682089207594;1;2020-06-13;3;15
Density;-12.0953777063218;-77.0421974187373;1;2020-10-31;5;16
Issue;-12.0896976099031;-77.0250585829496;1;2020-01-09;10;10
Issue;-12.0852570592802;-77.027778967483;2;2020-06-03;10;19
Issue;-12.0705203482564;-77.0120860421242;5;2020-03-06;3;16
Density;-12.1141448596786;-76.9999418312481;2;2020-08-27;12;20
Density;-12.1029008819056;-76.965777925593;3;2020-07-24;11;14
Issue;-12.1042680053984;-76.9667754284369;3;2020-07-06;17;20
Issue;-12.1144116234449;-76.9966851412647;1;2020-01-24;21;21
Issue;-12.0955818892546;-76.9717681559534;3;2020-07-01;2;6
Density;-12.0763831259196;-76.9893941126777;1;2020-06-06;5;6
Density;-12.1002787863741;-76.9926285636442;4;2020-06-21;21;22
Issue;-12.0990231138455;-76.9999780261824;2;2020-06-01;23;23
Issue;-12.0761463347363;-77.012485759853;4;2020-11-12;20;20
Density;-12.0791575603536;-77.0265625322273;2;2020-05-11;16;23
Issue;-12.0888916137402;-77.0275053834417;5;2020-05-11;21;21
Density;-12.0934556505251;-76.9711743894871;3;2020-08-17;12;21
Issue;-12.1123817576374;-76.976391837874;4;2020-08-19;18;20
Density;-12.0929461157352;-77.0427843268578;4;2020-05-31;1;8
Issue;-12.0829857287102;-76.9744991203663;2;2020-04-26;16;19
Issue;-12.0700966187179;-76.99244890329;3;2020-11-20;8;10
Density;-12.0943316289012;-77.047281771558;3;2020-10-24;12;12
Density;-12.0728802267659;-76.9837519592228;5;2020-12-14;1;20
Density;-12.0833901425394;-77.0372197534969;4;2020-02-26;8;16
Issue;-12.1015438095212;-77.0143758919914;1;2020-10-01;21;22
Density;-12.1150779192463;-77.0332068330874;2;2020-11-24;1;7
Issue;-12.0759054362183;-77.0219461177536;2;2020-01-04;22;22
Density;-12.1087753504831;-76.9832790559701;2;2020-07-10;3;16
Density;-12.0711864929962;-76.9805130468644;4;2020-02-11;13;16
Density;-12.1016309241782;-77.0115033676081;5;2020-08-19;21;23
Issue;-12.1021491883185;-77.0038237277194;5;2020-01-20;14;18
Issue;-12.0760605524286;-76.9982053721971;4;2020-10-16;6;18
Density;-12.0805790451198;-76.9728507423864;4;2020-04-13;3;7
Density;-12.0824885590547;-77.006944006197;2;2020-03-03;16;21
Issue;-12.0721006785631;-77.0047757070534;4;2020-03-07;15;16
Density;-12.1069711769523;-76.979015671457;4;2020-03-08;23;23
Density;-12.0933327972897;-76.9991564696654;1;2020-10-14;8;8
Density;-12.0671338578457;-76.9759296515551;4;2020-05-22;4;22
Density;-12.1012478566938;-77.0050287347837;3;2020-04-09;8;11
Density;-12.0777510609648;-76.9933145515218;2;2020-12-19;1;20
Issue;-12.0779794052966;-77.0463596118122;1;2020-05-01;13;19
Issue;-12.0912063639193;-76.9803244755112;4;2020-09-08;14;15
Density;-12.1116405089123;-77.0304310709273;1;2020-08-09;15;18
Density;-12.0876575507846;-77.0268769364303;2;2020-10-31;4;11
Issue;-12.0761403743667;-77.0491632155632;3;2020-09-20;0;21
Issue;-12.0865040080652;-77.0130420473719;2;2020-08-23;23;23
Issue;-12.1013229629517;-76.9746058723597;2;2020-06-02;21;23
Issue;-12.0770360686752;-76.9879154051555;2;2020-12-17;8;12
Issue;-12.0810106454822;-76.9805587557752;1;2020-11-07;18;22
Density;-12.0813006598071;-77.0024110963883;2;2020-03-03;9;10
Issue;-12.0723582502031;-77.001408926629;5;2020-08-07;14;21
Density;-12.092205312218;-76.9676134754319;2;2020-05-29;5;12
Density;-12.0938894365148;-77.044751710769;5;2020-08-17;12;20
Density;-12.1152882520151;-76.9681718967125;3;2020-12-12;13;14
Issue;-12.0797220861115;-77.0441518143774;4;2020-05-31;2;23
Issue;-12.1029684214303;-77.035995604284;5;2020-10-22;20;20
Density;-12.0789578779929;-76.9826139205379;2;2020-06-21;5;17
Issue;-12.0812197311772;-77.0129646639533;3;2020-07-14;13;22
Density;-12.0646908760243;-76.9798718950192;1;2020-10-04;8;19
Density;-12.0717439626113;-77.0300720399618;3;2020-05-25;22;23
Issue;-12.0841503434578;-77.0280087176447;4;2020-04-22;16;19
Density;-12.1103769479759;-77.0120398983058;4;2020-08-19;11;14
Density;-12.0887441602906;-77.0392953430745;4;2020-10-18;3;14
Density;-12.0709443337358;-77.0463096603975;3;2020-07-01;21;21
Density;-12.1109206319451;-77.0279779085419;4;2020-02-10;22;23
Density;-12.071984239875;-76.9895384347526;2;2020-10-08;23;23
Density;-12.1147837889589;-77.041746482721;5;2020-05-11;16;20
Density;-12.0863082993394;-77.0388153674961;3;2020-12-20;18;18
Density;-12.0775946628523;-76.9731935730623;1;2020-06-12;4;22
Issue;-12.0966120530192;-77.0324567989862;3;2020-12-02;3;3
Density;-12.0687072031763;-76.9820998720169;1;2020-03-22;19;20
Issue;-12.0835795391227;-77.018320984205;3;2020-04-20;14;14
Issue;-12.0733974596332;-76.9719913889498;1;2020-03-16;7;16
Issue;-12.0725618278103;-76.9861808007979;4;2020-05-28;13;21
Density;-12.0811764297365;-77.0314264607262;2;2020-09-25;20;23
Issue;-12.0975892220159;-77.0207705992238;5;2020-08-12;3;14
Density;-12.1055965810222;-76.9715925507805;1;2020-09-23;10;23
Density;-12.0993172552605;-76.9759947464218;4;2020-11-10;12;23
Issue;-12.0869914017599;-76.9861919774012;2;2020-03-21;14;21
Density;-12.0853422757961;-76.9756846859379;5;2020-08-23;4;5
Issue;-12.1161816051454;-77.017516595202;1;2020-04-10;0;18
Issue;-12.0885464128522;-76.9661705187579;1;2020-10-01;12;13
Density;-12.0949048586438;-76.9885583805589;1;2020-04-06;11;19
Issue;-12.1020419217266;-76.97697106381;4;2020-09-12;0;17
Issue;-12.0973829133614;-77.0448863684293;3;2020-03-24;12;18
Issue;-12.116463645407;-77.0075552791769;4;2020-03-11;9;16
Density;-12.0693346576444;-77.026680329293;2;2020-10-15;15;23
Density;-12.1067879474088;-77.038484062137;2;2020-03-03;9;9
Issue;-12.0982286786532;-77.0315828729195;5;2020-09-18;15;20
Issue;-12.0926131641078;-77.0013622608724;1;2020-10-03;17;18
Density;-12.0795022007475;-77.0458477401439;3;2020-03-15;7;21
Density;-12.0988935164299;-77.0331876331365;2;2020-07-25;5;23
Issue;-12.0777198925881;-77.0162554127181;3;2020-12-26;20;21
Issue;-12.1009797099039;-77.0311548198712;1;2020-09-29;19;20
Density;-12.1070892546959;-76.9912232362836;3;2020-01-17;4;22
Issue;-12.1130911259369;-76.9877447230534;4;2020-06-13;5;19
Issue;-12.085237822601;-77.0452668017392;2;2020-01-22;14;14
Issue;-12.1093388414652;-76.9663971020703;1;2020-02-07;6;15
Issue;-12.1078756262534;-77.0203122608613;4;2020-12-07;17;23
Issue;-12.1154057888774;-76.9677575792233;2;2020-12-28;10;19
Density;-12.0957791611545;-76.9993509811524;4;2020-11-10;7;14
Issue;-12.0890978447175;-77.0012834471078;3;2020-09-13;6;19
Density;-12.0755449338371;-76.9696741880973;2;2020-05-28;8;12
Density;-12.0918845758999;-76.9874599627004;4;2020-11-15;20;22
Density;-12.1138584778498;-77.0248178102612;2;2020-09-12;16;22
Density;-12.1003948237173;-76.9919385206808;3;2020-01-23;17;23
Issue;-12.108818696532;-77.0435854563728;4;2020-11-27;12;20
Issue;-12.0667949088119;-77.0064581549016;4;2020-10-23;17;20
Issue;-12.0796831964916;-76.9936812564528;2;2020-06-20;15;23
Issue;-12.0682253133513;-77.0390396194611;5;2020-11-10;19;21
Density;-12.0785415766496;-76.9948675763574;3;2020-04-20;23;23
Density;-12.0820873626466;-77.0126712923022;4;2020-03-09;11;13
Density;-12.1093285886739;-77.0129354485;5;2020-09-08;8;8
Density;-12.1125830991247;-77.0106408513276;4;2020-10-07;2;11
Issue;-12.0818237209478;-76.9736965077563;3;2020-11-29;16;20
Density;-12.070172723017;-76.9997095394273;1;2020-09-06;23;23
Density;-12.0681719848471;-77.0462451501036;1;2020-02-11;12;21
Density;-12.1105111477448;-76.9808400488825;5;2020-01-11;6;10
Issue;-12.0941599530663;-76.9972811725013;3;2020-10-25;5;10
Density;-12.0912027114371;-76.9830890387239;1;2020-08-02;14;17
Density;-12.0698759892233;-76.9820959827882;3;2020-01-19;3;13
Density;-12.1095335239238;-76.967959704265;1;2020-02-06;4;10
Density;-12.1119049791671;-76.9909371704465;3;2020-05-17;1;15
Issue;-12.1058928059498;-77.0116467279354;2;2020-12-23;0;2
Issue;-12.100511716203;-77.0235560283798;5;2020-12-29;10;15
Density;-12.0973244852579;-77.0230157142214;5;2020-12-19;20;22
Issue;-12.1111648512302;-77.0038310683122;1;2020-08-25;11;21
Issue;-12.0826007127991;-77.0179016859411;4;2020-10-29;17;19
Issue;-12.0871524487267;-77.0430341301961;5;2020-10-06;11;23
Issue;-12.0676126635656;-77.0077198448589;1;2020-10-06;3;16
Issue;-12.0952786829883;-77.0478195923774;5;2020-10-04;13;15
Density;-12.1101266520594;-77.0251769794411;2;2020-01-21;11;12
Density;-12.0924733584747;-77.0441819868911;3;2020-08-17;16;17
Density;-12.0926712561879;-77.0300502798509;4;2020-02-20;10;23
Issue;-12.099492942841;-76.9881021702923;2;2020-07-11;17;19
Density;-12.0752774966003;-76.9864286360229;3;2020-03-20;23;23
Issue;-12.0915232211465;-76.9797607210802;1;2020-02-18;4;17
Issue;-12.1148179846936;-77.0092939201117;1;2020-11-23;13;17
Issue;-12.0681680023717;-76.9857795979739;4;2020-08-31;22;23
Issue;-12.099794120524;-76.9749181528536;1;2020-12-21;23;23
Density;-12.0743201586818;-77.0359201997302;4;2020-04-12;12;14
Issue;-12.0873151526516;-76.9952442931753;1;2020-12-01;16;23
Density;-12.067086846436;-76.9790716193788;3;2020-12-23;22;22
Issue;-12.1028479483097;-77.00136927024;1;2020-01-09;21;23
Density;-12.0697067626744;-76.9694253491761;1;2020-04-28;10;14
Issue;-12.0767375336251;-77.0192531967034;1;2020-12-27;16;19
Density;-12.1059315474224;-76.9697548047356;3;2020-10-27;10;12
Issue;-12.0976414180376;-77.0387850348162;5;2020-08-13;2;22
Density;-12.0734637995358;-76.9669533116324;2;2020-11-20;23;23
Issue;-12.0761671607649;-77.0259964345839;4;2020-03-29;15;18
Issue;-12.0782436388771;-76.9845101988281;5;2020-06-17;4;8
Density;-12.1151860452595;-77.0498799814868;2;2020-01-20;5;14
Issue;-12.0925986864926;-77.0025466527303;5;2020-06-25;22;22
Density;-12.1007908446392;-77.0222669911778;2;2020-10-17;21;22
Density;-12.1113979059485;-77.0465520088615;3;2020-11-22;3;4
Issue;-12.1047533619225;-76.9669946543179;4;2020-11-06;10;22
Issue;-12.1033718076743;-77.0349238823852;1;2020-07-31;9;11
Issue;-12.0979927192333;-77.0474939006332;5;2020-09-01;6;12
Density;-12.0810883184194;-77.0116244334674;5;2020-02-20;21;21
Density;-12.0801711968317;-77.0270820780097;4;2020-11-11;8;21
Issue;-12.0998607911912;-76.9775096498757;2;2020-08-17;17;21
Issue;-12.0646985316497;-76.9865834162685;4;2020-07-20;17;20
Issue;-12.0838172660568;-77.0017454744736;2;2020-05-28;11;23
Issue;-12.0853758151159;-77.0033764189226;4;2020-02-16;15;17
Issue;-12.0712865393669;-76.9695415557547;2;2020-02-01;14;16
Density;-12.0899283278638;-77.0247000299718;1;2020-04-01;1;19
Issue;-12.0831407324105;-77.0029791758823;3;2020-08-02;8;8
Issue;-12.0928514706009;-77.0496889093291;2;2020-02-18;9;23
Issue;-12.0784854897008;-77.0180416888821;1;2020-03-17;4;7
Density;-12.0746511111927;-77.0459867287195;5;2020-05-01;11;15
Density;-12.0927119427061;-76.9889920226028;2;2020-08-02;4;15
Issue;-12.1035899764117;-76.9847144193819;4;2020-07-15;21;23
Density;-12.08771008076;-77.0404285644686;2;2020-06-24;15;20
Issue;-12.1070783505818;-77.0254609671467;2;2020-11-08;6;18
Issue;-12.0797014416047;-77.0075348466856;1;2020-07-05;22;22
Issue;-12.0951506857277;-77.0172622969035;2;2020-10-22;2;8
Density;-12.0794404111246;-76.9852621727828;1;2020-09-18;9;18
Density;-12.101748670816;-77.0160125450205;4;2020-02-02;18;23
Density;-12.0832286551883;-77.0383032156564;5;2020-03-30;0;4
Issue;-12.0956551419455;-77.0464899529021;3;2020-12-01;14;20
Density;-12.0816788165111;-76.9891465365096;4;2020-09-12;19;19
Density;-12.1044680422633;-76.978178783891;5;2020-10-21;14;19
Issue;-12.1065194638935;-76.9980178718754;3;2020-03-27;22;23
Issue;-12.0987492499497;-77.0362814602637;2;2020-01-06;19;23
Issue;-12.0935485755275;-76.9995690700652;2;2020-09-30;12;12
Density;-12.1066366524578;-77.0216195714717;4;2020-09-19;18;18
Issue;-12.0668458778517;-77.013417902876;4;2020-12-22;9;19
Issue;-12.1053817981992;-76.9791337192411;3;2020-12-07;15;15
Issue;-12.1125857301573;-77.0308144270004;1;2020-10-08;1;4
Density;-12.0894850576038;-77.0492260264993;5;2020-02-25;0;2
Density;-12.0783652737537;-76.9689796577339;1;2020-10-26;6;14
Density;-12.0859965953072;-77.0170768408287;5;2020-12-17;9;14
Density;-12.1067500264304;-77.048885344816;4;2020-10-05;8;14
Density;-12.0919467667817;-77.0497816146181;1;2020-09-09;3;23
Issue;-12.1109189423426;-77.0292390249112;2;2020-08-18;23;23
Issue;-12.0869126010302;-77.0503196114714;2;2020-05-27;20;22
Issue;-12.0685529371498;-77.0452487698151;2;2020-01-06;21;23
Density;-12.066564528002;-77.0167409452356;2;2020-08-09;19;23
Issue;-12.1033267064883;-76.9662160489278;2;2020-10-04;13;20
Issue;-12.1104049345342;-76.9761934919712;4;2020-06-11;6;8
Issue;-12.0686359985037;-77.0405170930666;1;2020-01-18;0;6
Issue;-12.091234385205;-77.0453914635784;3;2020-12-23;2;4
Density;-12.0697353495869;-77.0208565523729;3;2020-11-22;22;23
Issue;-12.1129038178491;-77.0296503723285;1;2020-02-26;7;13
Density;-12.0825772462039;-76.9672721187446;1;2020-07-07;2;10
Issue;-12.112377218107;-77.029601089938;5;2020-07-16;11;14
Density;-12.0698309714403;-76.9816749128072;4;2020-04-18;22;22
Issue;-12.1044149915722;-77.0467657523815;2;2020-07-13;8;10
Density;-12.0797230045747;-76.9921249781777;1;2020-07-12;20;23
Density;-12.077719133881;-77.0440529511184;4;2020-07-15;7;16
Density;-12.1014427435258;-76.9930178422567;2;2020-07-19;17;20
